datetime,venueId,total,dwell,Sensor Name,Sensor Type,Lat Long,avg_dwell,Latitude,Longitude,date,time,hour
2023-01-08 21:00:00+11:00,7780,235,55225,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-01-08,21:00:00,21
2023-01-08 03:00:00+11:00,7780,19,5757,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-01-08,03:00:00,3
2023-01-02 00:00:00+11:00,7780,19,3116,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2023-01-02,00:00:00,0
2023-01-03 18:00:00+11:00,7780,203,61915,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-01-03,18:00:00,18
2023-01-03 16:00:00+11:00,7780,124,25296,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-01-03,16:00:00,16
2023-01-03 08:00:00+11:00,7780,109,30084,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-03,08:00:00,8
2023-03-14 13:00:00+11:00,7780,217,76384,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-03-14,13:00:00,13
2023-03-15 10:00:00+11:00,7780,132,31812,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-03-15,10:00:00,10
2023-03-15 09:00:00+11:00,7780,148,27972,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-03-15,09:00:00,9
2023-03-21 00:00:00+11:00,7780,29,11049,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-03-21,00:00:00,0
2023-03-21 09:00:00+11:00,7780,246,89298,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-03-21,09:00:00,9
2023-03-21 13:00:00+11:00,7780,212,55968,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-03-21,13:00:00,13
2023-03-17 05:00:00+11:00,7780,5,1620,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-03-17,05:00:00,5
2023-01-19 09:00:00+11:00,7780,147,26607,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-01-19,09:00:00,9
2023-01-19 07:00:00+11:00,7780,64,25664,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-01-19,07:00:00,7
2023-01-19 03:00:00+11:00,7780,1,0,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2023-01-19,03:00:00,3
2023-01-19 15:00:00+11:00,7780,98,29008,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-19,15:00:00,15
2023-01-19 04:00:00+11:00,7780,3,60,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2023-01-19,04:00:00,4
2023-01-23 09:00:00+11:00,7780,118,39412,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-01-23,09:00:00,9
2023-01-24 20:00:00+11:00,7780,101,30704,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-01-24,20:00:00,20
2023-02-23 06:00:00+11:00,7780,24,7200,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-02-23,06:00:00,6
2023-02-28 06:00:00+11:00,7780,29,8468,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-02-28,06:00:00,6
2023-01-25 06:00:00+11:00,7780,32,7872,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-25,06:00:00,6
2023-01-25 02:00:00+11:00,7780,15,660,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2023-01-25,02:00:00,2
2023-01-19 14:00:00+11:00,7780,105,29085,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-19,14:00:00,14
2023-01-19 16:00:00+11:00,7780,118,33512,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-19,16:00:00,16
2023-01-21 08:00:00+11:00,7780,41,18122,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2023-01-21,08:00:00,8
2023-01-21 19:00:00+11:00,7780,207,75762,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-01-21,19:00:00,19
2023-01-23 03:00:00+11:00,7780,5,240,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2023-01-23,03:00:00,3
2023-01-23 22:00:00+11:00,7780,74,28712,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-01-23,22:00:00,22
2023-01-23 12:00:00+11:00,7780,247,71136,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-23,12:00:00,12
2023-01-24 09:00:00+11:00,7780,118,28674,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-24,09:00:00,9
2023-01-27 15:00:00+11:00,7780,129,34959,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-27,15:00:00,15
2023-01-27 08:00:00+11:00,7780,77,14245,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-01-27,08:00:00,8
2023-01-21 01:00:00+11:00,7780,19,969,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2023-01-21,01:00:00,1
2023-01-28 04:00:00+11:00,7780,5,0,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2023-01-28,04:00:00,4
2023-01-28 10:00:00+11:00,7780,76,22116,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-28,10:00:00,10
2023-01-28 15:00:00+11:00,7780,143,62491,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2023-01-28,15:00:00,15
2023-03-01 18:00:00+11:00,7780,220,58520,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-03-01,18:00:00,18
2023-02-23 16:00:00+11:00,7780,181,64617,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-02-23,16:00:00,16
2023-02-23 14:00:00+11:00,7780,147,68649,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2023-02-23,14:00:00,14
2023-02-23 17:00:00+11:00,7780,166,57270,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-02-23,17:00:00,17
2023-02-24 11:00:00+11:00,7780,159,37842,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-02-24,11:00:00,11
2023-03-04 18:00:00+11:00,7780,239,84128,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-03-04,18:00:00,18
2023-03-05 18:00:00+11:00,7780,141,43851,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-03-05,18:00:00,18
2023-03-05 04:00:00+11:00,7780,12,2760,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-03-05,04:00:00,4
2023-03-05 21:00:00+11:00,7780,68,13804,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-03-05,21:00:00,21
2023-03-05 10:00:00+11:00,7780,110,20680,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-03-05,10:00:00,10
2023-03-02 03:00:00+11:00,7780,3,0,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2023-03-02,03:00:00,3
2023-03-02 15:00:00+11:00,7780,190,45410,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-03-02,15:00:00,15
2023-01-16 18:00:00+11:00,7780,159,46110,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-16,18:00:00,18
2023-01-16 20:00:00+11:00,7780,157,58090,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-01-16,20:00:00,20
2023-01-10 19:00:00+11:00,7780,118,23128,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-01-10,19:00:00,19
2023-01-10 17:00:00+11:00,7780,157,50868,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-01-10,17:00:00,17
2023-01-11 17:00:00+11:00,7780,157,42233,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-11,17:00:00,17
2023-01-12 18:00:00+11:00,7780,178,53756,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-01-12,18:00:00,18
2023-01-12 08:00:00+11:00,7780,129,21414,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2023-01-12,08:00:00,8
2023-01-12 06:00:00+11:00,7780,19,2945,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2023-01-12,06:00:00,6
2023-01-12 22:00:00+11:00,7780,79,28598,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-01-12,22:00:00,22
2023-01-09 12:00:00+11:00,7780,120,69240,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",9.0,-37.8025805,144.9656012,2023-01-09,12:00:00,12
2023-01-09 11:00:00+11:00,7780,117,31473,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-09,11:00:00,11
2023-01-09 15:00:00+11:00,7780,98,34888,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-01-09,15:00:00,15
2023-01-03 01:00:00+11:00,7780,16,5104,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-01-03,01:00:00,1
2023-01-03 00:00:00+11:00,7780,42,11508,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-03,00:00:00,0
2023-01-03 11:00:00+11:00,7780,98,28518,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-03,11:00:00,11
2023-01-03 12:00:00+11:00,7780,174,50112,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-03,12:00:00,12
2023-01-03 10:00:00+11:00,7780,84,22932,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-03,10:00:00,10
2023-01-14 07:00:00+11:00,7780,28,7616,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-14,07:00:00,7
2023-01-14 01:00:00+11:00,7780,79,15563,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-01-14,01:00:00,1
2023-01-15 02:00:00+11:00,7780,20,1980,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",1.0,-37.8025805,144.9656012,2023-01-15,02:00:00,2
2023-01-15 00:00:00+11:00,7780,113,14690,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2023-01-15,00:00:00,0
2023-02-23 19:00:00+11:00,7780,198,47520,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-02-23,19:00:00,19
2023-02-23 22:00:00+11:00,7780,92,11132,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2023-02-23,22:00:00,22
2023-02-23 01:00:00+11:00,7780,13,1742,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2023-02-23,01:00:00,1
2023-02-24 08:00:00+11:00,7780,164,53792,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-02-24,08:00:00,8
2023-02-24 09:00:00+11:00,7780,122,30378,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-02-24,09:00:00,9
2023-02-26 22:00:00+11:00,7780,90,22950,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-02-26,22:00:00,22
2023-02-26 20:00:00+11:00,7780,137,37949,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-02-26,20:00:00,20
2023-02-27 21:00:00+11:00,7780,93,22785,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-02-27,21:00:00,21
2023-01-19 12:00:00+11:00,7780,137,34387,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-19,12:00:00,12
2023-01-27 04:00:00+11:00,7780,12,10380,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",14.0,-37.8025805,144.9656012,2023-01-27,04:00:00,4
2023-01-28 19:00:00+11:00,7780,201,57084,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-28,19:00:00,19
2023-01-28 17:00:00+11:00,7780,202,67468,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-01-28,17:00:00,17
2023-01-28 23:00:00+11:00,7780,38,7030,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-01-28,23:00:00,23
2023-01-25 14:00:00+11:00,7780,130,43940,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-01-25,14:00:00,14
2023-01-25 10:00:00+11:00,7780,191,47750,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-25,10:00:00,10
2023-01-26 06:00:00+11:00,7780,11,5819,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",8.0,-37.8025805,144.9656012,2023-01-26,06:00:00,6
2023-01-26 03:00:00+11:00,7780,8,120,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2023-01-26,03:00:00,3
2023-01-29 09:00:00+11:00,7780,51,20655,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-01-29,09:00:00,9
2023-01-24 00:00:00+11:00,7780,18,2646,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2023-01-24,00:00:00,0
2023-01-21 10:00:00+11:00,7780,108,26352,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-21,10:00:00,10
2023-01-22 00:00:00+11:00,7780,77,20867,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-01-22,00:00:00,0
2023-01-22 03:00:00+11:00,7780,24,3600,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2023-01-22,03:00:00,3
2023-01-22 08:00:00+11:00,7780,46,30038,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",10.0,-37.8025805,144.9656012,2023-01-22,08:00:00,8
2023-03-04 02:00:00+11:00,7780,15,2460,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2023-03-04,02:00:00,2
2023-02-28 03:00:00+11:00,7780,6,120,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2023-02-28,03:00:00,3
2023-03-01 19:00:00+11:00,7780,202,41208,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-03-01,19:00:00,19
2023-03-01 10:00:00+11:00,7780,121,53603,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2023-03-01,10:00:00,10
2023-03-01 02:00:00+11:00,7780,5,0,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2023-03-01,02:00:00,2
2023-03-01 05:00:00+11:00,7780,19,1140,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",1.0,-37.8025805,144.9656012,2023-03-01,05:00:00,5
2023-03-03 08:00:00+11:00,7780,119,31773,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-03-03,08:00:00,8
2023-03-05 11:00:00+11:00,7780,198,48906,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-03-05,11:00:00,11
2023-03-05 15:00:00+11:00,7780,163,51671,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-03-05,15:00:00,15
2023-03-05 09:00:00+11:00,7780,147,43806,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2023-03-05,09:00:00,9
2023-03-05 00:00:00+11:00,7780,62,21824,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2023-03-05,00:00:00,0
2023-03-05 08:00:00+11:00,7780,136,52904,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-03-05,08:00:00,8
2023-01-05 13:00:00+11:00,7780,175,67200,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-01-05,13:00:00,13
2023-01-05 14:00:00+11:00,7780,105,18165,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2023-01-05,14:00:00,14
2023-01-07 10:00:00+11:00,7780,72,28296,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2023-01-07,10:00:00,10
2023-01-08 01:00:00+11:00,7780,25,10975,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2023-01-08,01:00:00,1
2023-01-16 00:00:00+11:00,7780,31,6107,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2023-01-16,00:00:00,0
