datetime,venueId,total,dwell,Sensor Name,Sensor Type,Lat Long,avg_dwell,Latitude,Longitude,date,time,hour,weekday
2024-01-07 13:00:00+11:00,7780,25,4500,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-01-07,13:00:00,13,Sunday
2024-01-07 07:00:00+11:00,7780,24,7872,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-01-07,07:00:00,7,Sunday
2024-01-07 17:00:00+11:00,7780,133,90174,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",11.0,-37.8025805,144.9656012,2024-01-07,17:00:00,17,Sunday
2024-01-07 19:00:00+11:00,7780,83,12201,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2024-01-07,19:00:00,19,Sunday
2024-02-29 19:00:00+11:00,7780,189,30807,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2024-02-29,19:00:00,19,Thursday
2024-02-29 13:00:00+11:00,7780,237,69441,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-02-29,13:00:00,13,Thursday
2024-01-26 19:00:00+11:00,7780,133,50274,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2024-01-26,19:00:00,19,Friday
2024-03-03 20:00:00+11:00,7780,113,12430,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",1.0,-37.8025805,144.9656012,2024-03-03,20:00:00,20,Sunday
2024-03-03 12:00:00+11:00,7780,158,42186,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-03-03,12:00:00,12,Sunday
2024-01-29 17:00:00+11:00,7780,178,47526,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-01-29,17:00:00,17,Monday
2024-01-29 16:00:00+11:00,7780,152,54568,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-01-29,16:00:00,16,Monday
2024-03-05 03:00:00+11:00,7780,7,301,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2024-03-05,03:00:00,3,Tuesday
2024-03-05 20:00:00+11:00,7780,120,22320,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-03-05,20:00:00,20,Tuesday
2024-03-07 06:00:00+11:00,7780,28,12712,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2024-03-07,06:00:00,6,Thursday
2024-02-02 04:00:00+11:00,7780,11,5225,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2024-02-02,04:00:00,4,Friday
2024-02-04 00:00:00+11:00,7780,56,2856,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2024-02-04,00:00:00,0,Sunday
2024-02-04 11:00:00+11:00,7780,122,23790,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-02-04,11:00:00,11,Sunday
2024-02-05 17:00:00+11:00,7780,214,49220,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-02-05,17:00:00,17,Monday
2024-03-08 04:00:00+11:00,7780,9,3960,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2024-03-08,04:00:00,4,Friday
2024-03-08 22:00:00+11:00,7780,231,109956,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2024-03-08,22:00:00,22,Friday
2024-03-09 14:00:00+11:00,7780,76,24396,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-03-09,14:00:00,14,Saturday
2024-02-10 04:00:00+11:00,7780,5,180,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2024-02-10,04:00:00,4,Saturday
2024-02-10 17:00:00+11:00,7780,150,42150,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-02-10,17:00:00,17,Saturday
2024-02-10 09:00:00+11:00,7780,78,33150,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2024-02-10,09:00:00,9,Saturday
2024-02-06 22:00:00+11:00,7780,46,11822,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-02-06,22:00:00,22,Tuesday
2024-02-08 03:00:00+11:00,7780,7,119,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2024-02-08,03:00:00,3,Thursday
2024-05-05 07:00:00+10:00,7780,26,10608,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2024-05-05,07:00:00,7,Sunday
2024-03-14 12:00:00+11:00,7780,236,74812,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-03-14,12:00:00,12,Thursday
2024-05-03 01:00:00+10:00,7780,28,1260,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2024-05-03,01:00:00,1,Friday
2024-05-03 18:00:00+10:00,7780,197,45901,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-05-03,18:00:00,18,Friday
2024-05-03 03:00:00+10:00,7780,8,5464,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",11.0,-37.8025805,144.9656012,2024-05-03,03:00:00,3,Friday
2024-05-03 05:00:00+10:00,7780,10,1980,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-05-03,05:00:00,5,Friday
2024-05-03 14:00:00+10:00,7780,261,124236,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2024-05-03,14:00:00,14,Friday
2024-05-07 06:00:00+10:00,7780,48,14784,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-05-07,06:00:00,6,Tuesday
2024-05-06 07:00:00+10:00,7780,112,20832,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-05-06,07:00:00,7,Monday
2024-05-06 04:00:00+10:00,7780,9,7380,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",13.0,-37.8025805,144.9656012,2024-05-06,04:00:00,4,Monday
2024-05-11 08:00:00+10:00,7780,33,18909,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",9.0,-37.8025805,144.9656012,2024-05-11,08:00:00,8,Saturday
2024-05-12 23:00:00+10:00,7780,18,3546,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-05-12,23:00:00,23,Sunday
2024-03-19 05:00:00+11:00,7780,8,2104,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-03-19,05:00:00,5,Tuesday
2024-03-19 15:00:00+11:00,7780,193,55198,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-03-19,15:00:00,15,Tuesday
2024-03-21 10:00:00+11:00,7780,167,50768,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-03-21,10:00:00,10,Thursday
2024-03-21 08:00:00+11:00,7780,132,42504,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-03-21,08:00:00,8,Thursday
2024-03-21 04:00:00+11:00,7780,3,1920,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",10.0,-37.8025805,144.9656012,2024-03-21,04:00:00,4,Thursday
2024-03-22 22:00:00+11:00,7780,152,56544,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2024-03-22,22:00:00,22,Friday
2024-05-15 10:00:00+10:00,7780,223,82733,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2024-05-15,10:00:00,10,Wednesday
2024-05-15 04:00:00+10:00,7780,8,5400,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",11.0,-37.8025805,144.9656012,2024-05-15,04:00:00,4,Wednesday
2024-03-23 16:00:00+11:00,7780,149,46935,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-03-23,16:00:00,16,Saturday
2024-05-19 09:00:00+10:00,7780,92,29716,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-05-19,09:00:00,9,Sunday
2024-03-26 17:00:00+11:00,7780,277,76452,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-03-26,17:00:00,17,Tuesday
2024-03-26 06:00:00+11:00,7780,22,11330,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",8.0,-37.8025805,144.9656012,2024-03-26,06:00:00,6,Tuesday
2024-03-26 04:00:00+11:00,7780,14,7686,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",9.0,-37.8025805,144.9656012,2024-03-26,04:00:00,4,Tuesday
2024-03-26 15:00:00+11:00,7780,128,22144,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2024-03-26,15:00:00,15,Tuesday
2024-03-26 18:00:00+11:00,7780,273,62517,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-03-26,18:00:00,18,Tuesday
2024-04-05 10:00:00+11:00,7780,173,50516,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-05,10:00:00,10,Friday
2024-04-07 22:00:00+10:00,7780,56,15792,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-07,22:00:00,22,Sunday
2024-04-07 11:00:00+10:00,7780,87,17052,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-04-07,11:00:00,11,Sunday
2024-04-07 07:00:00+10:00,7780,15,7560,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",8.0,-37.8025805,144.9656012,2024-04-07,07:00:00,7,Sunday
2024-05-23 05:00:00+10:00,7780,20,10320,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",8.0,-37.8025805,144.9656012,2024-05-23,05:00:00,5,Thursday
2024-05-23 15:00:00+10:00,7780,185,44585,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-05-23,15:00:00,15,Thursday
2024-05-23 19:00:00+10:00,7780,177,38763,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-05-23,19:00:00,19,Thursday
2024-05-24 16:00:00+10:00,7780,282,74730,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-05-24,16:00:00,16,Friday
2024-05-24 17:00:00+10:00,7780,295,87025,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-05-24,17:00:00,17,Friday
2024-04-14 11:00:00+10:00,7780,135,46845,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-04-14,11:00:00,11,Sunday
2024-04-16 03:00:00+10:00,7780,6,0,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2024-04-16,03:00:00,3,Tuesday
2024-05-28 05:00:00+10:00,7780,14,5698,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2024-05-28,05:00:00,5,Tuesday
2024-05-28 16:00:00+10:00,7780,206,79722,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2024-05-28,16:00:00,16,Tuesday
2024-05-28 23:00:00+10:00,7780,31,1426,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2024-05-28,23:00:00,23,Tuesday
2024-04-09 17:00:00+10:00,7780,218,54064,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-09,17:00:00,17,Tuesday
2024-04-19 08:00:00+10:00,7780,158,46926,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-19,08:00:00,8,Friday
2024-04-19 23:00:00+10:00,7780,46,3588,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",1.0,-37.8025805,144.9656012,2024-04-19,23:00:00,23,Friday
2024-04-04 01:00:00+11:00,7780,20,9420,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2024-04-04,01:00:00,1,Thursday
2024-04-04 03:00:00+11:00,7780,5,600,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2024-04-04,03:00:00,3,Thursday
2024-04-05 16:00:00+11:00,7780,190,46930,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-05,16:00:00,16,Friday
2024-04-05 08:00:00+11:00,7780,110,24090,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-04-05,08:00:00,8,Friday
2024-04-20 20:00:00+10:00,7780,202,40804,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-04-20,20:00:00,20,Saturday
2024-04-20 15:00:00+10:00,7780,317,84322,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-20,15:00:00,15,Saturday
2024-04-20 03:00:00+10:00,7780,3,360,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2024-04-20,03:00:00,3,Saturday
2024-04-06 17:00:00+11:00,7780,253,79189,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-04-06,17:00:00,17,Saturday
2024-04-06 18:00:00+11:00,7780,339,82038,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-06,18:00:00,18,Saturday
2024-04-06 03:00:00+11:00,7780,10,2340,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-04-06,03:00:00,3,Saturday
2024-04-06 09:00:00+11:00,7780,69,19665,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-06,09:00:00,9,Saturday
2024-04-11 07:00:00+10:00,7780,72,28656,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2024-04-11,07:00:00,7,Thursday
2024-04-11 20:00:00+10:00,7780,155,45415,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-11,20:00:00,20,Thursday
2024-04-10 08:00:00+10:00,7780,163,50693,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-04-10,08:00:00,8,Wednesday
2024-04-09 18:00:00+10:00,7780,160,42720,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-09,18:00:00,18,Tuesday
2024-04-09 07:00:00+10:00,7780,58,18386,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-04-09,07:00:00,7,Tuesday
2024-04-12 23:00:00+10:00,7780,46,5842,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2024-04-12,23:00:00,23,Friday
2024-04-12 07:00:00+10:00,7780,86,25112,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-12,07:00:00,7,Friday
2024-04-13 05:00:00+10:00,7780,9,3600,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2024-04-13,05:00:00,5,Saturday
2024-04-27 17:00:00+10:00,7780,209,38874,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-04-27,17:00:00,17,Saturday
2024-04-27 15:00:00+10:00,7780,176,43296,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-04-27,15:00:00,15,Saturday
2024-04-24 18:00:00+10:00,7780,181,56291,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-04-24,18:00:00,18,Wednesday
2024-04-24 13:00:00+10:00,7780,235,55460,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-04-24,13:00:00,13,Wednesday
2024-03-09 19:00:00+11:00,7780,176,54736,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-03-09,19:00:00,19,Saturday
2024-03-09 15:00:00+11:00,7780,93,20646,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-03-09,15:00:00,15,Saturday
2024-03-09 06:00:00+11:00,7780,9,1323,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2024-03-09,06:00:00,6,Saturday
2024-03-09 20:00:00+11:00,7780,179,63724,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2024-03-09,20:00:00,20,Saturday
2024-03-08 15:00:00+11:00,7780,234,51948,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-03-08,15:00:00,15,Friday
2024-03-08 05:00:00+11:00,7780,8,5520,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",11.0,-37.8025805,144.9656012,2024-03-08,05:00:00,5,Friday
2024-03-08 07:00:00+11:00,7780,69,17802,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-03-08,07:00:00,7,Friday
2024-03-11 17:00:00+11:00,7780,170,34510,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-03-11,17:00:00,17,Monday
2024-03-11 05:00:00+11:00,7780,10,8640,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",14.0,-37.8025805,144.9656012,2024-03-11,05:00:00,5,Monday
2024-03-11 20:00:00+11:00,7780,133,32452,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-03-11,20:00:00,20,Monday
2024-03-03 09:00:00+11:00,7780,85,24055,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-03-03,09:00:00,9,Sunday
2024-04-28 17:00:00+10:00,7780,271,115446,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2024-04-28,17:00:00,17,Sunday
2024-03-02 15:00:00+11:00,7780,204,53652,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-03-02,15:00:00,15,Saturday
2024-03-02 09:00:00+11:00,7780,64,17280,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-03-02,09:00:00,9,Saturday
2024-02-26 13:00:00+11:00,7780,282,70218,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-02-26,13:00:00,13,Monday
2024-05-02 01:00:00+10:00,7780,9,7443,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",13.0,-37.8025805,144.9656012,2024-05-02,01:00:00,1,Thursday
2024-05-02 05:00:00+10:00,7780,18,4194,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-05-02,05:00:00,5,Thursday
2024-05-02 21:00:00+10:00,7780,99,21978,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-05-02,21:00:00,21,Thursday
2024-05-02 12:00:00+10:00,7780,326,154524,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2024-05-02,12:00:00,12,Thursday
2024-05-02 06:00:00+10:00,7780,44,13024,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-05-02,06:00:00,6,Thursday
2024-05-04 12:00:00+10:00,7780,135,39420,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2024-05-04,12:00:00,12,Saturday
2024-05-04 19:00:00+10:00,7780,138,56994,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2024-05-04,19:00:00,19,Saturday
2024-02-27 21:00:00+11:00,7780,69,13110,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-02-27,21:00:00,21,Tuesday
2024-05-03 23:00:00+10:00,7780,69,2001,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2024-05-03,23:00:00,23,Friday
2024-02-24 04:00:00+11:00,7780,5,0,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2024-02-24,04:00:00,4,Saturday
2024-02-24 22:00:00+11:00,7780,177,40356,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2024-02-24,22:00:00,22,Saturday
